Column,Column_Label,Column_Alias,Column_Dtype,Value_Range,Value_PreRepl,Is_Use
cb066_13_,子女13的子女数(16岁以下),kkid16n_13,Int,"(0,25)",,True
cb066_14_,子女14的子女数(16岁以下),kkid16n_14,Int,"(0,25)",,True
cb066_15_,子女15的子女数(16岁以下),kkid16n_15,Int,"(0,25)",,True
cb069_1_,子女1及其配偶的年收入类别(当年RMB),khinc_1,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_2_,子女2及其配偶的年收入类别(当年RMB),khinc_2,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_3_,子女3及其配偶的年收入类别(当年RMB),khinc_3,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_4_,子女4及其配偶的年收入类别(当年RMB),khinc_4,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_5_,子女5及其配偶的年收入类别(当年RMB),khinc_5,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_6_,子女6及其配偶的年收入类别(当年RMB),khinc_6,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_7_,子女7及其配偶的年收入类别(当年RMB),khinc_7,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_8_,子女8及其配偶的年收入类别(当年RMB),khinc_8,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_9_,子女9及其配偶的年收入类别(当年RMB),khinc_9,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_10_,子女10及其配偶的年收入类别(当年RMB),khinc_10,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_11_,子女11及其配偶的年收入类别(当年RMB),khinc_11,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_12_,子女12及其配偶的年收入类别(当年RMB),khinc_12,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_13_,子女13及其配偶的年收入类别(当年RMB),khinc_13,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_14_,子女14及其配偶的年收入类别(当年RMB),khinc_14,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
cb069_15_,子女15及其配偶的年收入类别(当年RMB),khinc_15,Cat,"{0:'0',1:'(0,2k)',2:'[2k,5k)',3:'[5k,10k)',4:'[10k,20k)',5:'[20k,50k)',6:'[50k,100k)' ,7:'[100k,150k)', 8:'[150k,200k)', 9:'[200k,300k)',10:'[300k,oo)'}","{'1 0 No Income':'0','2 Less Than 2000 Yuan':'(0,2k)','3 2000-5000 Yuan':'[2k,5k)','4 5000-10000 Yuan':'[5k,10k)','5 10000-20000 Yuan':'[10k,20k)','6 20000-30000 Yuan':'[20k,50k)','7 30000-50000 Yuan':'[20k,50k)','8 50000-100000 Yuan':'[50k,100k)','9 100000-150000 Yuan':'[100k,150k)','10 150000-200000 Yuan':'[150k,200k)','11 200000-300000 Yuan':'[200k,300k)','12 More Than 300000 Yuan':'[300k,oo)'}",True
,,,,,,

